X, Y, Z, Curvature
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
-6.446170, -79.055023, 0.000978, 0.000000
